sid,proj_id,run_id,samp_id,strat,tech,body_subsite,subject_id,body_site,body_subsite_int,body_site_int,nreads,nreads_unmapped,primer,n_otus
SRR044189.SRS015627,SRP002395,SRR044189,SRS015627,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241784,Oral,2,2,9228,7963,V13/V35,51
SRR137922.SRS075798,SRP002860,SRR137922,SRS075798,METAGENOMIC ,AMPLICON,Subgingival plaque,257116,Oral,7,2,9829,4175,V3-V5,103
SRR045134.SRS011363,SRP002395,SRR045134,SRS011363,METAGENOMIC ,AMPLICON,Buccal mucosa,241767,Oral,3,2,8415,5065,V13/V35,95
SRR091282.SRS077657,SRP002860,SRR091282,SRS077657,METAGENOMIC ,AMPLICON,Hard palate,268874,Oral,4,2,7282,3523,V3-V5,114
SRR044275.SRS015788,SRP002395,SRR044275,SRS015788,METAGENOMIC ,AMPLICON,Subgingival plaque,241685,Oral,7,2,6342,1947,V13/V35,107
SRR048497.SRS046703,SRP002395,SRR048497,SRS046703,METAGENOMIC ,AMPLICON,Subgingival plaque,241690,Oral,7,2,14324,7970,V13/V35,120
SRR166903.SRS075746,SRP002860,SRR166903,SRS075746,METAGENOMIC ,AMPLICON,Stool,257124,Gastrointestinal tract,1,1,13474,8833,V13/V35,52
SRR172335.SRS104723,SRP002860,SRR172335,SRS104723,METAGENOMIC ,AMPLICON,Anterior nares,241818,Airways,0,0,5408,3807,V13/V35,27
SRR043747.SRS057320,SRP002395,SRR043747,SRS057320,METAGENOMIC ,AMPLICON,Throat,241823,Oral,9,2,3935,1311,V13/V35,91
SRR043602.SRS014659,SRP002395,SRR043602,SRS014659,METAGENOMIC ,AMPLICON,Stool,241720,Gastrointestinal tract,1,1,11945,7726,V13/V35,86
SRR172482.SRS144532,SRP002860,SRR172482,SRS144532,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241732,Skin,11,3,5556,3606,V13/V35,41
SRR044596.SRS019005,SRP002395,SRR044596,SRS019005,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241778,Skin,11,3,9314,5769,V13/V35,141
SRR048517.SRS056223,SRP002395,SRR048517,SRS056223,METAGENOMIC ,AMPLICON,Tongue dorsum,241765,Oral,10,2,7318,2660,V13/V35,76
SRR329044.SRS063848,SRP002860,SRR329044,SRS063848,METAGENOMIC ,AMPLICON,Subgingival plaque,257132,Oral,7,2,8838,4873,V13/V35,91
SRR047539.SRS055161,SRP002395,SRR047539,SRS055161,METAGENOMIC ,AMPLICON,Subgingival plaque,241812,Oral,7,2,15048,7130,V13/V35,134
SRR049352.SRS055144,SRP002395,SRR049352,SRS055144,METAGENOMIC ,AMPLICON,Throat,241727,Oral,9,2,2703,1033,V13/V35,39
SRR044188.SRS016164,SRP002395,SRR044188,SRS016164,METAGENOMIC ,AMPLICON,Throat,241696,Oral,9,2,11374,3297,V13/V35,68
SRR045590.SRS043226,SRP002395,SRR045590,SRS043226,METAGENOMIC ,AMPLICON,Hard palate,241812,Oral,4,2,8377,4322,V13/V35,69
SRR049327.SRS014432,SRP002395,SRR049327,SRS014432,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241812,Oral,2,2,6233,5162,V13/V35,26
SRR046420.SRS044415,SRP002395,SRR046420,SRS044415,METAGENOMIC ,AMPLICON,Stool,241860,Gastrointestinal tract,1,1,10449,7996,V13/V35,56
SRR042814.SRS018212,SRP002395,SRR042814,SRS018212,METAGENOMIC ,AMPLICON,Throat,241765,Oral,9,2,3738,2358,V3-V5,69
SRR045346.SRS011167,SRP002395,SRR045346,SRS011167,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241686,Oral,2,2,6229,3178,V13/V35,62
SRR041394.SRS017224,SRP002395,SRR041394,SRS017224,METAGENOMIC ,AMPLICON,Throat,241838,Oral,9,2,6537,4183,V3-V5,110
SRR043977.SRS016279,SRP002395,SRR043977,SRS016279,METAGENOMIC ,AMPLICON,Throat,241681,Oral,9,2,5529,1936,V13/V35,112
SRR044240.SRS015633,SRP002395,SRR044240,SRS015633,METAGENOMIC ,AMPLICON,Supragingival plaque,241784,Oral,8,2,8174,2044,V13/V35,93
SRR048000.SRS047650,SRP002395,SRR048000,SRS047650,METAGENOMIC ,AMPLICON,Tongue dorsum,241796,Oral,10,2,11543,6807,V13/V35,90
SRR043861.SRS052485,SRP002395,SRR043861,SRS052485,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241823,Skin,14,3,15210,4983,V13/V35,18
SRR170197.SRS143130,SRP002860,SRR170197,SRS143130,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241873,Skin,13,3,6948,4470,V13/V35,54
SRR171940.SRS077106,SRP002860,SRR171940,SRS077106,METAGENOMIC ,AMPLICON,Subgingival plaque,241787,Oral,7,2,11316,5277,V13/V35,104
SRR040763.SRS018509,SRP002395,SRR040763,SRS018509,METAGENOMIC ,AMPLICON,Palatine Tonsils,241667,Oral,5,2,5778,3480,V3-V5,69
SRR047767.SRS023003,SRP002395,SRR047767,SRS023003,METAGENOMIC ,AMPLICON,Buccal mucosa,241700,Oral,3,2,7614,3431,V13/V35,125
SRR048467.SRS053920,SRP002395,SRR048467,SRS053920,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241839,Oral,2,2,11765,7149,V13/V35,114
SRR048694.SRS050243,SRP002395,SRR048694,SRS050243,METAGENOMIC ,AMPLICON,Buccal mucosa,241679,Oral,3,2,14164,10700,V13/V35,76
SRR172086.SRS149917,SRP002860,SRR172086,SRS149917,METAGENOMIC ,AMPLICON,Buccal mucosa,241868,Oral,3,2,7024,5405,V13/V35,61
SRR046877.SRS054558,SRP002395,SRR046877,SRS054558,METAGENOMIC ,AMPLICON,Hard palate,241879,Oral,4,2,6465,3683,V13/V35,77
SRR041764.SRS023196,SRP002395,SRR041764,SRS023196,METAGENOMIC ,AMPLICON,Palatine Tonsils,241767,Oral,5,2,7938,3575,V3-V5,71
SRR045874.SRS054576,SRP002395,SRR045874,SRS054576,METAGENOMIC ,AMPLICON,Saliva,241886,Oral,6,2,26169,24138,V13/V35,119
SRR049600.SRS055888,SRP002395,SRR049600,SRS055888,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241854,Skin,11,3,3236,1095,V13/V35,42
SRR044407.SRS018593,SRP002395,SRR044407,SRS018593,METAGENOMIC ,AMPLICON,Hard palate,241758,Oral,4,2,7710,2562,V13/V35,95
SRR045098.SRS011516,SRP002395,SRR045098,SRS011516,METAGENOMIC ,AMPLICON,Throat,241702,Oral,9,2,8464,5513,V13/V35,72
SRR044702.SRS015833,SRP002395,SRR044702,SRS015833,METAGENOMIC ,AMPLICON,Supragingival plaque,241763,Oral,8,2,62698,38097,V13/V35,152
SRR045176.SRS011484,SRP002395,SRR045176,SRS011484,METAGENOMIC ,AMPLICON,Tongue dorsum,241673,Oral,10,2,7390,3253,V13/V35,84
SRR047729.SRS047255,SRP002395,SRR047729,SRS047255,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241855,Skin,14,3,3856,1872,V13/V35,20
SRR047711.SRS048396,SRP002395,SRR047711,SRS048396,METAGENOMIC ,AMPLICON,Tongue dorsum,241880,Oral,10,2,8127,4565,V13/V35,65
SRR167320.SRS098565,SRP002860,SRR167320,SRS098565,METAGENOMIC ,AMPLICON,Throat,241793,Oral,9,2,1736,458,V13/V35,46
SRR046376.SRS051031,SRP002395,SRR046376,SRS051031,METAGENOMIC ,AMPLICON,Stool,241845,Gastrointestinal tract,1,1,10654,7020,V13/V35,67
SRR047428.SRS016113,SRP002395,SRR047428,SRS016113,METAGENOMIC ,AMPLICON,Saliva,241701,Oral,6,2,6263,2841,V13/V35,63
SRR046428.SRS057278,SRP002395,SRR046428,SRS057278,METAGENOMIC ,AMPLICON,Mid vagina,241856,Urogenital tract,15,4,9046,6588,V13/V35,22
SRR328769.SRS065382,SRP002860,SRR328769,SRS065382,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241890,Skin,13,3,9265,3876,V13/V35,102
SRR192490.SRS146968,SRP002860,SRR192490,SRS146968,METAGENOMIC ,AMPLICON,Right Retroauricular crease,257128,Skin,14,3,12324,3983,V1-V3,25
SRR125782.SRS148845,SRP002860,SRR125782,SRS148845,METAGENOMIC ,AMPLICON,Hard palate,257111,Oral,4,2,7789,2948,V3-V5,52
SRR041048.SRS020008,SRP002395,SRR041048,SRS020008,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241847,Oral,2,2,4537,3018,V3-V5,28
SRR125796.SRS149556,SRP002860,SRR125796,SRS149556,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,257116,Oral,2,2,11065,4414,V3-V5,67
SRR044849.SRS011462,SRP002395,SRR044849,SRS011462,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241760,Oral,2,2,12429,7464,V13/V35,45
SRR041898.SRS022633,SRP002395,SRR041898,SRS022633,METAGENOMIC ,AMPLICON,Supragingival plaque,241820,Oral,8,2,9210,4368,V3-V5,120
SRR172455.SRS142803,SRP002860,SRR172455,SRS142803,METAGENOMIC ,AMPLICON,Left Retroauricular crease,257124,Skin,12,3,12319,10424,V13/V35,61
SRR172975.SRS147618,SRP002860,SRR172975,SRS147618,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241889,Skin,14,3,13716,3597,V13/V35,28
SRR166857.SRS063397,SRP002860,SRR166857,SRS063397,METAGENOMIC ,AMPLICON,Anterior nares,241825,Airways,0,0,6866,3543,V13/V35,41
SRR047248.SRS047265,SRP002395,SRR047248,SRS047265,METAGENOMIC ,AMPLICON,Supragingival plaque,241845,Oral,8,2,15973,5268,V13/V35,69
SRR044310.SRS018749,SRP002395,SRR044310,SRS018749,METAGENOMIC ,AMPLICON,Throat,241832,Oral,9,2,7470,3491,V13/V35,108
SRR045763.SRS015864,SRP002395,SRR045763,SRS015864,METAGENOMIC ,AMPLICON,Anterior nares,241830,Airways,0,0,4094,1413,V13/V35,23
SRR328870.SRS065303,SRP002860,SRR328870,SRS065303,METAGENOMIC ,AMPLICON,Right Retroauricular crease,257114,Skin,14,3,9871,7017,V13/V35,22
SRR047923.SRS022456,SRP002395,SRR047923,SRS022456,METAGENOMIC ,AMPLICON,Posterior fornix,241719,Urogenital tract,16,4,11742,3090,V13/V35,24
SRR048213.SRS023877,SRP002395,SRR048213,SRS023877,METAGENOMIC ,AMPLICON,Subgingival plaque,241755,Oral,7,2,4028,1806,V13/V35,75
SRR048072.SRS021910,SRP002395,SRR048072,SRS021910,METAGENOMIC ,AMPLICON,Stool,241739,Gastrointestinal tract,1,1,8815,5712,V13/V35,63
SRR048481.SRS045792,SRP002395,SRR048481,SRS045792,METAGENOMIC ,AMPLICON,Palatine Tonsils,241831,Oral,5,2,7531,5048,V13/V35,70
SRR045004.SRS011621,SRP002395,SRR045004,SRS011621,METAGENOMIC ,AMPLICON,Stool,241795,Gastrointestinal tract,1,1,9352,5116,V13/V35,58
SRR091343.SRS077141,SRP002860,SRR091343,SRS077141,METAGENOMIC ,AMPLICON,Tongue dorsum,257110,Oral,10,2,10670,4114,V3-V5,68
SRR046031.SRS045314,SRP002395,SRR046031,SRS045314,METAGENOMIC ,AMPLICON,Saliva,241853,Oral,6,2,18790,8374,V13/V35,96
SRR049588.SRS063935,SRP002395,SRR049588,SRS063935,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,257130,Oral,2,2,8136,5835,V13/V35,55
SRR048123.SRS013786,SRP002395,SRR048123,SRS013786,METAGENOMIC ,AMPLICON,Supragingival plaque,241819,Oral,8,2,6201,2169,V13/V35,106
SRR046661.SRS065179,SRP002395,SRR046661,SRS065179,METAGENOMIC ,AMPLICON,Anterior nares,241682,Airways,0,0,6232,3810,V13/V35,28
SRR170727.SRS148391,SRP002860,SRR170727,SRS148391,METAGENOMIC ,AMPLICON,Throat,241861,Oral,9,2,4871,2802,V13/V35,89
SRR041108.SRS017547,SRP002395,SRR041108,SRS017547,METAGENOMIC ,AMPLICON,Subgingival plaque,241691,Oral,7,2,5590,3060,V3-V5,132
SRR041028.SRS018202,SRP002395,SRR041028,SRS018202,METAGENOMIC ,AMPLICON,Tongue dorsum,241765,Oral,10,2,6487,3507,V3-V5,88
SRR047720.SRS057421,SRP002395,SRR047720,SRS057421,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241879,Skin,14,3,13940,4992,V13/V35,16
SRR044555.SRS046864,SRP002395,SRR044555,SRS046864,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241811,Skin,14,3,7990,4264,V13/V35,19
SRR090059.SRS078506,SRP002860,SRR090059,SRS078506,METAGENOMIC ,AMPLICON,Saliva,241713,Oral,6,2,2803,1408,V3-V5,88
SRR044577.SRS016259,SRP002395,SRR044577,SRS016259,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241681,Skin,14,3,15358,7069,V13/V35,34
SRR047478.SRS011496,SRP002395,SRR047478,SRS011496,METAGENOMIC ,AMPLICON,Subgingival plaque,241673,Oral,7,2,6313,3561,V13/V35,122
SRR046978.SRS062399,SRP002395,SRR046978,SRS062399,METAGENOMIC ,AMPLICON,Supragingival plaque,241805,Oral,8,2,8756,5904,V13/V35,85
SRR048857.SRS065429,SRP002395,SRR048857,SRS065429,METAGENOMIC ,AMPLICON,Palatine Tonsils,241724,Oral,5,2,8928,4772,V13/V35,117
SRR170335.SRS147595,SRP002860,SRR170335,SRS147595,METAGENOMIC ,AMPLICON,Stool,257112,Gastrointestinal tract,1,1,8852,5244,V13/V35,106
SRR045717.SRS015121,SRP002395,SRR045717,SRS015121,METAGENOMIC ,AMPLICON,Buccal mucosa,241850,Oral,3,2,12569,7477,V13/V35,108
SRR048703.SRS044317,SRP002395,SRR048703,SRS044317,METAGENOMIC ,AMPLICON,Anterior nares,241679,Airways,0,0,10203,6449,V13/V35,82
SRR043683.SRS015399,SRP002395,SRR043683,SRS015399,METAGENOMIC ,AMPLICON,Buccal mucosa,241682,Oral,3,2,8079,6204,V13/V35,50
SRR045364.SRS011640,SRP002395,SRR045364,SRS011640,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241795,Skin,12,3,5889,1819,V13/V35,41
SRR046825.SRS062465,SRP002395,SRR046825,SRS062465,METAGENOMIC ,AMPLICON,Buccal mucosa,241824,Oral,3,2,7389,3978,V13/V35,47
SRR044417.SRS019249,SRP002395,SRR044417,SRS019249,METAGENOMIC ,AMPLICON,Hard palate,241800,Oral,4,2,7786,2907,V13/V35,95
SRR045067.SRS011606,SRP002395,SRR045067,SRS011606,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241783,Skin,12,3,8491,4647,V13/V35,48
SRR350324.SRS143547,SRP002860,SRR350324,SRS143547,METAGENOMIC ,AMPLICON,Right Retroauricular crease,257127,Skin,14,3,12042,10196,V13/V35,19
SRR043699.SRS014823,SRP002395,SRR043699,SRS014823,METAGENOMIC ,AMPLICON,Stool,241793,Gastrointestinal tract,1,1,7503,5975,V13/V35,66
SRR044701.SRS015831,SRP002395,SRR044701,SRS015831,METAGENOMIC ,AMPLICON,Throat,241763,Oral,9,2,44658,7035,V13/V35,78
SRR048170.SRS024519,SRP002395,SRR048170,SRS024519,METAGENOMIC ,AMPLICON,Saliva,241819,Oral,6,2,7032,2803,V13/V35,114
SRR045523.SRS014275,SRP002395,SRR045523,SRS014275,METAGENOMIC ,AMPLICON,Buccal mucosa,241825,Oral,3,2,10614,5561,V13/V35,104
SRR170285.SRS104061,SRP002860,SRR170285,SRS104061,METAGENOMIC ,AMPLICON,Hard palate,241732,Oral,4,2,3191,1597,V13/V35,60
SRR047965.SRS048045,SRP002395,SRR047965,SRS048045,METAGENOMIC ,AMPLICON,Tongue dorsum,241760,Oral,10,2,7667,2837,V13/V35,73
SRR045948.SRS018643,SRP002395,SRR045948,SRS018643,METAGENOMIC ,AMPLICON,Subgingival plaque,241692,Oral,7,2,6254,2804,V13/V35,57
SRR046374.SRS046796,SRP002395,SRR046374,SRS046796,METAGENOMIC ,AMPLICON,Hard palate,241708,Oral,4,2,2499,1440,V13/V35,35
SRR043599.SRS014667,SRP002395,SRR043599,SRS014667,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241720,Skin,14,3,7849,1203,V13/V35,28
SRR047438.SRS019777,SRP002395,SRR047438,SRS019777,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241681,Skin,11,3,4992,1811,V13/V35,31
SRR047224.SRS056329,SRP002395,SRR047224,SRS056329,METAGENOMIC ,AMPLICON,Buccal mucosa,241758,Oral,3,2,8478,4654,V13/V35,76
SRR044379.SRS016072,SRP002395,SRR044379,SRS016072,METAGENOMIC ,AMPLICON,Supragingival plaque,241741,Oral,8,2,8874,4061,V13/V35,110
SRR041035.SRS020257,SRP002395,SRR041035,SRS020257,METAGENOMIC ,AMPLICON,Supragingival plaque,241798,Oral,8,2,6549,3437,V3-V5,109
SRR049817.SRS014351,SRP002395,SRR049817,SRS014351,METAGENOMIC ,AMPLICON,Palatine Tonsils,241736,Oral,5,2,5330,2506,V13/V35,104
SRR049591.SRS046514,SRP002395,SRR049591,SRS046514,METAGENOMIC ,AMPLICON,Subgingival plaque,241887,Oral,7,2,12458,7348,V13/V35,106
SRR044933.SRS011433,SRP002395,SRR044933,SRS011433,METAGENOMIC ,AMPLICON,Subgingival plaque,241709,Oral,7,2,4558,2984,V13/V35,109
SRR172394.SRS149800,SRP002860,SRR172394,SRS149800,METAGENOMIC ,AMPLICON,Throat,241881,Oral,9,2,6236,3007,V13/V35,97
SRR050219.SRS065022,SRP002395,SRR050219,SRS065022,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241756,Skin,14,3,2825,954,V13/V35,35
SRR045668.SRS014273,SRP002395,SRR045668,SRS014273,METAGENOMIC ,AMPLICON,Hard palate,241825,Oral,4,2,4910,2511,V13/V35,92
SRR046575.SRS049760,SRP002395,SRR046575,SRS049760,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241812,Skin,12,3,6898,3131,V13/V35,84
SRR044344.SRS016335,SRP002395,SRR044344,SRS016335,METAGENOMIC ,AMPLICON,Stool,241813,Gastrointestinal tract,1,1,7176,3014,V13/V35,50
SRR046530.SRS015023,SRP002395,SRR046530,SRS015023,METAGENOMIC ,AMPLICON,Hard palate,241718,Oral,4,2,8522,5538,V13/V35,91
SRR045259.SRS011502,SRP002395,SRR045259,SRS011502,METAGENOMIC ,AMPLICON,Anterior nares,241673,Airways,0,0,5913,3925,V13/V35,33
SRR048016.SRS021573,SRP002395,SRR048016,SRS021573,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241843,Skin,11,3,16896,10201,V13/V35,88
SRR048435.SRS045353,SRP002395,SRR048435,SRS045353,METAGENOMIC ,AMPLICON,Buccal mucosa,241673,Oral,3,2,11979,5026,V13/V35,113
SRR045690.SRS014819,SRP002395,SRR045690,SRS014819,METAGENOMIC ,AMPLICON,Supragingival plaque,241793,Oral,8,2,14338,6720,V13/V35,153
SRR170070.SRS148011,SRP002860,SRR170070,SRS148011,METAGENOMIC ,AMPLICON,Palatine Tonsils,241856,Oral,5,2,7283,3228,V13/V35,109
SRR044390.SRS018749,SRP002395,SRR044390,SRS018749,METAGENOMIC ,AMPLICON,Throat,241832,Oral,9,2,9548,3423,V13/V35,121
SRR047053.SRS065489,SRP002395,SRR047053,SRS065489,METAGENOMIC ,AMPLICON,Hard palate,241875,Oral,4,2,8908,5291,V13/V35,66
SRR045045.SRS011589,SRP002395,SRR045045,SRS011589,METAGENOMIC ,AMPLICON,Tongue dorsum,241783,Oral,10,2,3749,1790,V13/V35,79
SRR043638.SRS014422,SRP002395,SRR043638,SRS014422,METAGENOMIC ,AMPLICON,Supragingival plaque,241812,Oral,8,2,11161,5978,V13/V35,105
SRR091445.SRS075792,SRP002860,SRR091445,SRS075792,METAGENOMIC ,AMPLICON,Palatine Tonsils,257116,Oral,5,2,5470,2300,V3-V5,102
SRR044818.SRS011173,SRP002395,SRR044818,SRS011173,METAGENOMIC ,AMPLICON,Supragingival plaque,241686,Oral,8,2,9960,4930,V13/V35,112
SRR041125.SRS020298,SRP002395,SRR041125,SRS020298,METAGENOMIC ,AMPLICON,Saliva,241829,Oral,6,2,6074,2810,V3-V5,138
SRR328955.SRS062664,SRP002860,SRR328955,SRS062664,METAGENOMIC ,AMPLICON,Throat,257121,Oral,9,2,8075,2680,V13/V35,124
SRR048102.SRS022946,SRP002395,SRR048102,SRS022946,METAGENOMIC ,AMPLICON,Throat,241781,Oral,9,2,5704,2906,V13/V35,84
SRR170590.SRS075839,SRP002860,SRR170590,SRS075839,METAGENOMIC ,AMPLICON,Buccal mucosa,241793,Oral,3,2,12223,5803,V13/V35,103
SRR044146.SRS015518,SRP002395,SRR044146,SRS015518,METAGENOMIC ,AMPLICON,Stool,241707,Gastrointestinal tract,1,1,8115,4655,V13/V35,40
SRR048341.SRS023422,SRP002395,SRR048341,SRS023422,METAGENOMIC ,AMPLICON,Stool,241766,Gastrointestinal tract,1,1,6867,2302,V13/V35,35
SRR046266.SRS044700,SRP002395,SRR046266,SRS044700,METAGENOMIC ,AMPLICON,Subgingival plaque,241761,Oral,7,2,6692,3810,V13/V35,72
SRR048450.SRS043594,SRP002395,SRR048450,SRS043594,METAGENOMIC ,AMPLICON,Hard palate,241672,Oral,4,2,14008,6678,V13/V35,121
SRR041078.SRS020555,SRP002395,SRR041078,SRS020555,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241821,Skin,12,3,4835,1669,V3-V5,36
SRR041150.SRS016543,SRP002395,SRR041150,SRS016543,METAGENOMIC ,AMPLICON,Subgingival plaque,241831,Oral,7,2,4942,2966,V3-V5,71
SRR045595.SRS019560,SRP002395,SRR045595,SRS019560,METAGENOMIC ,AMPLICON,Anterior nares,241720,Airways,0,0,9981,6969,V13/V35,71
SRR041804.SRS013464,SRP002395,SRR041804,SRS013464,METAGENOMIC ,AMPLICON,Buccal mucosa,241666,Oral,3,2,5503,4358,V3-V5,56
SRR041936.SRS024289,SRP002395,SRR041936,SRS024289,METAGENOMIC ,AMPLICON,Supragingival plaque,241712,Oral,8,2,8571,4485,V3-V5,88
SRR046454.SRS043122,SRP002395,SRR046454,SRS043122,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241872,Skin,12,3,19307,7220,V13/V35,50
SRR047045.SRS062660,SRP002395,SRR047045,SRS062660,METAGENOMIC ,AMPLICON,Buccal mucosa,241805,Oral,3,2,12101,8101,V13/V35,87
SRR045094.SRS011508,SRP002395,SRR045094,SRS011508,METAGENOMIC ,AMPLICON,Hard palate,241702,Oral,4,2,10995,8075,V13/V35,98
SRR045657.SRS043226,SRP002395,SRR045657,SRS043226,METAGENOMIC ,AMPLICON,Hard palate,241812,Oral,4,2,7752,4096,V13/V35,72
SRR046775.SRS047158,SRP002395,SRR046775,SRS047158,METAGENOMIC ,AMPLICON,Subgingival plaque,241893,Oral,7,2,7581,4194,V13/V35,78
SRR048616.SRS054258,SRP002395,SRR048616,SRS054258,METAGENOMIC ,AMPLICON,Saliva,241691,Oral,6,2,11511,5355,V13/V35,167
SRR047980.SRS013543,SRP002395,SRR047980,SRS013543,METAGENOMIC ,AMPLICON,Stool,241796,Gastrointestinal tract,1,1,9808,7219,V13/V35,46
SRR044264.SRS015516,SRP002395,SRR044264,SRS015516,METAGENOMIC ,AMPLICON,Hard palate,241707,Oral,4,2,7772,4189,V13/V35,97
SRR045063.SRS011645,SRP002395,SRR045063,SRS011645,METAGENOMIC ,AMPLICON,Anterior nares,241795,Airways,0,0,8002,6101,V13/V35,21
SRR171147.SRS149653,SRP002860,SRR171147,SRS149653,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241887,Skin,12,3,12724,10203,V13/V35,16
SRR047851.SRS020143,SRP002395,SRR047851,SRS020143,METAGENOMIC ,AMPLICON,Supragingival plaque,241827,Oral,8,2,3964,2494,V13/V35,66
SRR192499.SRS146706,SRP002860,SRR192499,SRS146706,METAGENOMIC ,AMPLICON,Left Retroauricular crease,257119,Skin,12,3,9247,3582,V1-V3,26
SRR047425.SRS018733,SRP002395,SRR047425,SRS018733,METAGENOMIC ,AMPLICON,Stool,241832,Gastrointestinal tract,1,1,6482,2208,V13/V35,34
SRR172510.SRS142690,SRP002860,SRR172510,SRS142690,METAGENOMIC ,AMPLICON,Throat,241882,Oral,9,2,8343,4697,V13/V35,99
SRR047075.SRS063768,SRP002395,SRR047075,SRS063768,METAGENOMIC ,AMPLICON,Anterior nares,257126,Airways,0,0,4017,2462,V13/V35,39
SRR043837.SRS014857,SRP002395,SRR043837,SRS014857,METAGENOMIC ,AMPLICON,Saliva,241830,Oral,6,2,7627,3745,V13/V35,127
SRR040653.SRS017428,SRP002395,SRR040653,SRS017428,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241703,Skin,13,3,3150,616,V3-V5,20
SRR049842.SRS015033,SRP002395,SRR049842,SRS015033,METAGENOMIC ,AMPLICON,Supragingival plaque,241718,Oral,8,2,7359,3604,V13/V35,59
SRR042903.SRS024071,SRP002395,SRR042903,SRS024071,METAGENOMIC ,AMPLICON,Mid vagina,241834,Urogenital tract,15,4,3129,405,V3-V5,15
SRR089871.SRS077770,SRP002860,SRR089871,SRS077770,METAGENOMIC ,AMPLICON,Palatine Tonsils,241831,Oral,5,2,3366,1546,V3-V5,60
SRR045145.SRS011159,SRP002395,SRR045145,SRS011159,METAGENOMIC ,AMPLICON,Saliva,241686,Oral,6,2,8020,4553,V13/V35,142
SRR044565.SRS015340,SRP002395,SRR044565,SRS015340,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241811,Skin,13,3,6849,4284,V13/V35,41
SRR172599.SRS143496,SRP002860,SRR172599,SRS143496,METAGENOMIC ,AMPLICON,Anterior nares,241857,Airways,0,0,5494,2436,V13/V35,68
SRR044476.SRS015251,SRP002395,SRR044476,SRS015251,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241729,Skin,14,3,5355,3846,V13/V35,27
SRR046390.SRS052454,SRP002395,SRR046390,SRS052454,METAGENOMIC ,AMPLICON,Subgingival plaque,257127,Oral,7,2,10149,3974,V13/V35,50
SRR046302.SRS051935,SRP002395,SRR046302,SRS051935,METAGENOMIC ,AMPLICON,Supragingival plaque,241717,Oral,8,2,8952,4192,V13/V35,113
SRR043655.SRS014811,SRP002395,SRR043655,SRS014811,METAGENOMIC ,AMPLICON,Buccal mucosa,241793,Oral,3,2,8823,4879,V13/V35,136
SRR328604.SRS063848,SRP002860,SRR328604,SRS063848,METAGENOMIC ,AMPLICON,Subgingival plaque,257132,Oral,7,2,6885,2748,V13/V35,82
SRR090941.SRS146716,SRP002860,SRR090941,SRS146716,METAGENOMIC ,AMPLICON,Stool,257119,Gastrointestinal tract,1,1,18148,16471,V3-V5,65
SRR041120.SRS024478,SRP002395,SRR041120,SRS024478,METAGENOMIC ,AMPLICON,Supragingival plaque,241794,Oral,8,2,6195,3126,V3-V5,97
SRR047273.SRS049164,SRP002395,SRR047273,SRS049164,METAGENOMIC ,AMPLICON,Stool,241813,Gastrointestinal tract,1,1,13349,8866,V13/V35,78
SRR171221.SRS149260,SRP002860,SRR171221,SRS149260,METAGENOMIC ,AMPLICON,Throat,257132,Oral,9,2,8086,3876,V13/V35,84
SRR172183.SRS144237,SRP002860,SRR172183,SRS144237,METAGENOMIC ,AMPLICON,Supragingival plaque,241718,Oral,8,2,10547,9028,V13/V35,92
SRR047603.SRS018704,SRP002395,SRR047603,SRS018704,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241723,Skin,13,3,7076,3761,V13/V35,35
SRR048025.SRS022446,SRP002395,SRR048025,SRS022446,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241719,Skin,11,3,10989,5591,V13/V35,31
